,Title,Release Year
1020,Kung Fu Panda 3,2016
1021,The Wolverine,2013
1022,Heaven Is for Real,2014
1023,A Fish Called Wanda,1988
1024,Fried Green Tomatoes,1991
1025,Wanted,2008
1026,Armageddon,1998
1027,The Color Purple,1985
1028,Training Day,2001
1029,The Mask,1994
1030,Shrek 2,2004
1031,The Zookeeper's Wife,2017
1032,Oz The Great and Powerful,2013
1033,The Loft,2014
1034,Mr. Nobody,2009
1035,"Hail, Caesar!",2016
1036,Piranha,2010
1037,Dawn of the Planet of the Apes,2014
1038,Irreversible,2002
1039,Blade: Trinity,2004
1040,Ice Age,2002
1041,I Now Pronounce You Chuck and Larry,2007
1042,The Adjustment Bureau,2011
1043,Overboard,1987
1044,Legally Blonde,2001
1045,Insidious Chapter 2,2013
1046,Dracula Untold,2014
1047,Superman: The Movie,1978
1048,Seven Brides for Seven Brothers,1954
1049,Gold,2016
1050,The Layover,2017
1051,Christine,1983
1052,The Founder,2016
1053,Night at the Museum,2006
1054,Heist,2015
1055,Mother's Day,2016
1056,Shame,2011
1057,The Addams Family,1991
1058,Fatal Attraction,1987
1059,RocknRolla,2008
1060,Hugo,2011
1061,Unforgiven,1992
1062,Captain Underpants: The First Epic Movie,2017
1063,Lawrence of Arabia,1962
1064,Oldboy,2013
1065,The Thin Red Line,1998
1066,Chicago,2002
1067,Novitiate,2017
1068,Cape Fear,1991
1069,Legends of the Fall,1994
1070,Easy A,2010
1071,Lolita,1997
1072,Colossal,2016
1073,The Fly,1986
1074,Pineapple Express,2008
1075,Encino Man,1992
1076,West Side Story,1961
1077,Jaws: The Revenge,1987
1078,Dumb and Dumber,1994
1079,R.I.P.D.,2013
1080,Boyhood,2014
1081,Slumdog Millionaire,2008
1082,Billy Elliot,2000
1083,The Waterboy,1998
1084,The World's End,2013
1085,Snow White and the Huntsman,2012
1086,The Book of Eli,2010
1087,Olympus Has Fallen,2013
1088,Footloose,1984
1089,8 Mile,2002
1090,Citizen Kane,1941
1091,Idiocracy,2006
1092,District 9,2009
1093,A Perfect Getaway,2009
1094,Lights Out,2016
1095,Life of Pi,2012
1096,Sully,2016
1097,The Duchess,2008
1098,Enemy of the State,1998
1099,Evil Dead,2013
1100,Million Dollar Baby,2004
1101,There's Something About Mary,1998
1102,Platoon,1986
1103,Immortals,2011
1104,Hitman,2007
1105,The Talented Mr. Ripley,1999
1106,Adventures in Babysitting,1987
1107,Alien vs. Predator,2004
1108,The Game,1997
1109,3 Idiots,2009
1110,All I See Is You,2017
1111,My Little Pony: The Movie,2017
1112,Rear Window,1954
1113,Hichki,2018
1114,Ocean's Thirteen,2007
1115,Total Recall,2012
1116,The LEGO Ninjago Movie,2017
1117,Under the Skin,2014
1118,The Humanity Bureau,2017
1119,Empire Records,1995
1120,Shrek Forever After,2010
1121,A Walk to Remember,2002
1122,Deliverance,1972
1123,Green Room,2016
1124,Trading Places,1983
1125,Swiss Army Man,2016
1126,Journey's End,2017
1127,Halloween,1978
1128,War Machine,2017
1129,Elysium,2013
1130,An American Werewolf in London,1981
1131,Logan's Run,1976
1132,Snowden,2016
1133,The Bourne Supremacy,2004
1134,Prince of Persia: The Sands of Time,2010
1135,Blade 2,2002
1136,Rango,2011
1137,1984,1984
1138,Monty Python's Life of Brian,1979
1139,The Life Aquatic with Steve Zissou,2004
1140,Spider-Man 2,2004
1141,Enchanted,2007
1142,Mark Felt: The Man Who Brought Down the White House,2017
1143,The Emperor's New Groove,2000
1144,The Grey,2012
1145,Ace Ventura: Pet Detective,1994
1146,Keep Watching,2017
1147,Collateral,2004
1148,Death Becomes Her,1992
1149,Sixteen Candles,1984
1150,The Proposal,2009
1151,Friends with Benefits,2011
1152,Death Wish,1974
1153,Carol,2015
1154,Underworld,2003
1155,Martyrs,2008
1156,Fahrenheit 451,1966
1157,Dredd,2012
1158,Chaplin,1992
1159,John Carter,2012
1160,She's the Man,2006
1161,Rushmore,1998
1162,The Bodyguard,1992
1163,Pixels,2015
1164,The Spy Next Door,2010
1165,Men in Black 3,2012
1166,In Search of Fellini,2017
1167,Edward Scissorhands,1990
1168,Sideways,2004
1169,Leatherface,2017
1170,The Master,2012
1171,RoboCop,2014
1172,Wild Things,1998
1173,X-Men 3: The Last Stand,2006
1174,Sabotage,2014
1175,Showgirls,1995
1176,The Brothers Grimsby,2016
1177,Lolita,1962
1178,Bad Teacher,2011
1179,Jennifer's Body,2009
1180,Spartacus,1960
1181,Source Code,2011
1182,Marie Antoinette,2006
1183,To the Bone,2017
1184,Gran Torino,2008
1185,"Lock, Stock and Two Smoking Barrels",1998
1186,In The Fade,2017
1187,The Lucky One,2012
1188,Back to School,1986
1189,National Lampoon's Vacation,1983
1190,Legend,1985
1191,GoldenEye,1995
1192,Cromwell,1970
1193,Magnolia,1999
1194,Calamity Jane,1953
1195,Juno,2007
1196,The Butterfly Effect,2004
1197,Malèna,2000
1198,Jerry Maguire,1996
1199,The Pursuit of Happyness,2006
1200,The Darjeeling Limited,2007
1201,A Monster Calls,2016
1202,For Your Eyes Only,1981
1203,The Matrix Reloaded,2003
1204,Fracture,2007
1205,Blended,2014
1206,The Day After Tomorrow,2004
1207,Seven Pounds,2008
1208,Groundhog Day,1993
1209,The Punisher,2004
1210,Little Miss Sunshine,2006
1211,Horrible Bosses,2011
1212,The Great Escape,1963
1213,Space Cowboys,2000
1214,Daredevil,2003
1215,Nymphomaniac Vol II,2013
1216,Neighbors 2: Sorority Rising,2016
1217,Fast & Furious,2009
1218,Hotel Transylvania 2,2015
1219,Quantum of Solace,2008
1220,Night at the Museum: Secret of the Tomb,2014
1221,American Gangster,2007
1222,Life,1999
1223,Amateur,2018
1224,Resident Evil: The Final Chapter,2016
1225,Constantine,2005
1226,Unthinkable,2010
1227,Flight,2012
1228,Monsters University,2013
1229,True Lies,1994
1230,Ghostbusters 2,1989
1231,Ghost,1990
1232,Vertigo,1958
1233,Beautiful Creatures,2013
1234,Locke,2014
1235,Alice Through the Looking Glass,2016
1236,She's All That,1999
1237,A View to a Kill,1985
1238,Mary and the Witch's Flower,2017
1239,Bring It On,2000
1240,Friday,1995
1241,Triple 9,2016
1242,Misery,1990
1243,Bad Boys II,2003
1244,Same Kind of Different as Me,2017
1245,Dead Man's Shoes,2004
1246,Sex Tape,2014
1247,Munich,2005
1248,The Devil's Advocate,1997
1249,Mission: Impossible - Ghost Protocol,2011
1250,Final Portrait,2017
1251,The Golden Compass,2007
1252,Silent Hill,2006
1253,November Criminals,2017
1254,Fences,2016
1255,Kidnap,2017
1256,Vanilla Sky,2001
1257,Final Destination,2000
1258,Charlie's Angels,2000
1259,Police Academy,1984
1260,Aftermath,2017
1261,Wrong Turn,2003
1262,6 Days,2017
1263,Thank You for Your Service,2017
1264,Wild Tales,2014
1265,Sleepers,1996
1266,Non-Stop,2014
1267,Scent of a Woman,1992
1268,The Other Woman,2014
1269,The Hunchback of Notre Dame,1996
1270,Cars 2,2011
1271,The Terminal,2004
1272,The Change-Up,2011
1273,The Princess and the Frog,2009
1274,Victoria and Abdul,2017
1275,The Imaginarium of Doctor Parnassus,2009
1276,The Interview,2014
1277,A Time to Kill,1996
1278,Jackie Brown,1997
1279,The Last Samurai,2003
1280,Zathura,2005
1281,The Road,2009
1282,Spy Kids,2001
1283,The Handmaid's Tale,1990
1284,Warm Bodies,2013
1285,The Last Temptation of Christ,1988
1286,The Aviator,2004
1287,Trouble Is My Business,2018
1288,Red,2010
1289,The Hunt for Red October,1990
1290,Wet Hot American Summer,2001
1291,Space Jam,1996
1292,Killing Gunther,2017
1293,Criminal,2016
1294,Hancock,2008
1295,The Boy in the Striped Pajamas,2008
1296,Real Steel,2011
1297,Gremlins,1984
1298,Madagascar,2005
1299,The Untouchables,1987
1300,Sleepless,2017
1301,Pretty in Pink,1986
1302,Shrek the Third,2007
1303,RoboCop,1987
1304,Ted 2,2015
1305,Point Break,2015
1306,Batman Forever,1995
1307,Robin Hood: Prince of Thieves,1991
1308,Romeo & Juliet,1968
1309,Fantastic Four,2005
1310,The Internship,2013
1311,Chocolat,2000
1312,Con Air,1997
1313,Beerfest,2006
1314,Fast Five,2011
1315,Kubo and the Two Strings,2016
1316,Ghost Rider,2007
1317,Moneyball,2011
1318,Ted,2012
1319,Dogtooth,2009
1320,Son of God,2014
1321,13 Going on 30,2004
1322,Nanny McPhee,2005
1323,WarGames,1983
1324,The Last Airbender,2010
1325,Magic Mike XXL,2015
1326,Hackers,1995
1327,Spooks: The Greater Good,2015
1328,Morgan,2016
1329,National Treasure,2004
1330,Remember Me,2010
1331,How To Be Single,2016
1332,Road House,1989
1333,"I, Robot",2004
1334,The Village,2004
1335,Train to Busan,2016
1336,Executive Suite,1954
1337,Unfaithful,2002
1338,Dragonheart,1996
1339,Y Tu Mamá También,2001
1340,Jumper,2008
1341,Riddick,2013
1342,Ocean's Twelve,2004
1343,The Crow,1994
1344,True To The Game,2017
1345,Meet the Robinsons,2007
1346,Oklahoma!,1955
1347,Law Abiding Citizen,2009
1348,Incendies,2010
1349,The Secret in Their Eyes,2009
1350,Song to Song,2017
1351,Steve Jobs,2015
1352,Mad Max 2: The Road Warrior,1981
1353,Project X,2012
1354,Miracles from Heaven,2016
1355,The Breadwinner,2017
1356,Eragon,2006
1357,Amistad,1997
1358,Bill & Ted's Bogus Journey,1991
1359,Holiday Inn,1942
1360,Identity,2003
1361,Planet of the Apes,2001
1362,The Do-Over,2016
1363,Jack Reacher,2012
1364,"Honey, I Shrunk the Kids",1989
1365,How to Lose a Guy in 10 Days,2003
1366,17 Again,2009
1367,Red Dragon,2002
1368,Friday Night Lights,2004
1369,Red Dawn,2012
1370,The Three Musketeers,2011
1371,Get Hard,2015
1372,Dismissed,2017
1373,Shallow Hal,2001
1374,The Twilight Saga: Breaking Dawn: Part 1,2011
1375,Secretary,2002
1376,The Giver,2014
1377,The Green Inferno,2014
1378,The Count of Monte Cristo,2002
1379,Hellraiser,1987
1380,Megan Leavey,2017
1381,Tron,1982
1382,The Fast and the Furious: Tokyo Drift,2006
1383,The Angry Birds Movie,2016
1384,Jackie,2016
1385,The Book of Life,2014
1386,22 Jump Street,2014
1387,I Don't Feel at Home in This World Anymore,2017
1388,The China Syndrome,1979
1389,The Birds,1963
1390,What's Eating Gilbert Grape,1993
1391,Rain Man,1988
1392,Caddyshack,1980
1393,Cleopatra,1963
1394,The Chronicles of Narnia: Prince Caspian,2008
1395,Keanu,2016
1396,Annie,2014
1397,Kickboxer: Retaliation,2018
1398,Kung Fu Panda,2008
1399,50/50,2011
1400,Hostel,2006
1401,The Longest Ride,2015
1402,Blood Diamond,2006
1403,The Hours,2002
1404,Erin Brockovich,2000
1405,Everybody Wants Some,2016
1406,Mrs. Doubtfire,1993
1407,Fist Fight,2017
1408,Pain & Gain,2013
1409,Happy Gilmore,1996
1410,He's Just Not That Into You,2009
1411,"Definitely, Maybe",2008
1412,The Fugitive,1993
1413,Love and Other Drugs,2010
1414,Mission: Impossible,1996
1415,The Man Who Invented Christmas,2017
1416,Safe Haven,2013
1417,"I Love You, Beth Cooper",2009
1418,American Graffiti,1973
1419,Zoolander,2001
1420,Tarzan,1999
1421,Last Tango in Paris,1972
1422,3:10 to Yuma,2007
1423,Push,2009
1424,Ice Age: Collision Course,2016
1425,Friday the 13th,1980
1426,I Saw the Light,2016
1427,As Good as It Gets,1997
1428,The Graduate,1967
1429,Singin' in the Rain,1952
1430,Master and Commander: The Far Side of the World,2003
1431,Zoolander No.2,2016
1432,A Walk Among the Tombstones,2014
1433,X2: X-Men United,2003
1434,Ella Enchanted,2004
1435,Gattaca,1997
1436,Megamind,2010
1437,They Live,1988
1438,28 Weeks Later,2007
1439,That Thing You Do!,1996
1440,Gone in 60 Seconds,2000
1441,Centurion,2010
1442,Irreplaceable You,2018
1443,Walk the Line,2005
1444,Holes,2003
1445,Before I Wake,2016
1446,The Robe,1953
1447,Percy Jackson: Sea of Monsters,2013
1448,Sunshine,2007
1449,Elizabeth,1998
1450,The Visit,2015
1451,Boys Don't Cry,1999
1452,Big Daddy,1999
1453,Cheaper by the Dozen,2003
1454,God's Not Dead 2,2016
1455,The Ring,2002
1456,Gone Baby Gone,2007
1457,The Island,2005
1458,The Finest Hours,2016
1459,The Case for Christ,2017
1460,Pet Sematary,1989
1461,Chef,2014
1462,American Pie 2,2001
1463,Blue Jasmine,2013
1464,On Body and Soul,2017
1465,The Mummy Returns,2001
1466,Eye in the Sky,2015
1467,The Infiltrator,2016
1468,Masterminds,2016
1469,Liar Liar,1997
1470,American Honey,2016
1471,Mechanic Resurrection,2016
1472,It's a Wonderful Life,1946
1473,Killing Joan,2018
1474,Sinister,2012
1475,Salt,2010
1476,Goosebumps,2015
1477,Meeting Evil,2012
1478,The Secret Life of Walter Mitty,2013
1479,Movie 43,2013
1480,Wild Child,2008
1481,Blue Velvet,1986
1482,The Italian Job,2003
1483,30 Days of Night,2007
1484,The Hills Have Eyes,2006
1485,"I Love You, Man",2009
1486,Dr. Seuss' The Cat in the Hat,2003
1487,Neighbors,2014
1488,The Darkest Hour,2011
1489,Alexander,2004
1490,Sleeping With Other People,2015
1491,White House Down,2013
1492,Brad's Status,2017
1493,The Chronicles of Riddick,2004
1494,Diary of a Wimpy Kid,2010
1495,Joy,2015
1496,The Kings of Summer,2013
1497,Forever My Girl,2018
1498,Twister,1996
1499,We Were Soldiers,2002
1500,The Dictator,2012
1501,Sleepy Hollow,1999
1502,The Brothers Grimm,2005
1503,Hotel Transylvania,2012
1504,Red Dawn,1984
1505,Monster Family,2017
1506,Garden State,2004
1507,Clue,1985
1508,Thirteen,2003
1509,The Vault,2017
1510,Man on Fire,2004
1511,Quo Vadis,1951
1512,Holiday,2006
1513,American Wedding,2003
1514,Leap Year,2010
1515,Midnight Special,2016
1516,Krull,1983
1517,Brazil,1985
1518,Faster,2010
1519,The First Time,2012
1520,Rudy,1993
1521,Queen of the Desert,2015
1522,Spectral,2016
1523,Annabelle,2014
1524,Interview with the Vampire,1994
1525,Birthmarked,2018
1526,Storks,2016
1527,A Bigger Splash,2015
1528,Sweeney Todd,2007
1529,Slither,2006
1530,Journey to the Center of the Earth,2008
1531,G.I. Joe: The Rise of Cobra,2009
1532,The English Patient,1996
1533,The Best of Me,2014
1534,The Jewel of the Nile,1985
1535,Blazing Saddles,1974
1536,Revenge of the Nerds,1984
1537,Terminator: Salvation,2009
1538,That Awkward Moment,2014
1539,The Good Shepherd,2006
1540,Vicky Cristina Barcelona,2008
1541,Predators,2010
1542,Transformers: Revenge of the Fallen,2009
1543,Cheaper by the Dozen 2,2005
1544,Blow,2001
1545,The Jungle Book,1967
1546,The Twilight Saga: Eclipse,2010
1547,Anchorman: The Legend of Ron Burgundy,2004
1548,Annie,1982
1549,The Expendables 2,2012
1550,Walk Hard: The Dewey Cox Story,2007
1551,Jurassic Park III,2001
1552,Fear and Loathing in Las Vegas,1998
1553,The Spectacular Now,2013
1554,Zack and Miri Make a Porno,2008
1555,Rise of the Planet of the Apes,2011
1556,Naked,2017
1557,The Ghost Writer,2010
1558,The Girl with the Dragon Tattoo,2009
1559,Melancholia,2011
1560,Teenage Mutant Ninja Turtles: The Movie,1990
1561,Transformers: Dark of the Moon,2011
1562,The Illusionist,2006
1563,The Girl With All the Gifts,2016
1564,Conan the Destroyer,1984
1565,Resident Evil,2002
1566,A River Runs Through It,1992
1567,Sense and Sensibility,1995
1568,12 Feet Deep: Trapped Sisters,2017
1569,The Twilight Saga: New Moon,2009
1570,Wild,2014
1571,Black Butterfly,2017
1572,The Good Dinosaur,2015
1573,The Da Vinci Code,2006
1574,Perfume: The Story of a Murderer,2006
1575,Snow White and the Seven Dwarfs,1937
1576,Rampage,2009
1577,Something Borrowed,2011
1578,Some Like It Hot,1959
1579,Over the Hedge,2006
1580,Crazy Heart,2009
1581,Beverly Hills Cop,1984
1582,Carry On Behind,1975
1583,Unknown,2011
1584,Back from Eternity,1956
1585,Sand Castle,2017
1586,The Happening,2008
1587,Dragonball: Evolution,2009
1588,Can't Buy Me Love,1987
1589,Superman Returns,2006
1590,Cabin Fever,2003
1591,Howards End,1992
1592,Romeo and Juliet,2013
1593,The Lone Ranger,2013
1594,Burlesque,2010
1595,Atlantis: The Lost Empire,2001
1596,The Villainess,2017
1597,Mama,2013
1598,Burn After Reading,2008
1599,Side Effects,2013
1600,End of Watch,2012
1601,By the Sea,2015
1602,Meet the Fockers,2004
1603,Angels & Demons,2009
1604,Personal Shopper,2016
1605,Click,2006
1606,Accepted,2006
1607,George of the Jungle,1997
1608,Buried,2010
1609,The Walk,2015
1610,Robots,2005
1611,Leviathan,1989
1612,Live Free or Die Hard,2007
1613,The Dukes of Hazzard,2005
1614,Aloha,2015
1615,Road Trip,2000
1616,Horrible Bosses 2,2014
1617,Boyz N the Hood,1991
1618,Super Dark Times,2017
1619,Mission: Impossible III,2006
1620,Office Christmas Party,2016
1621,Meet the Parents,2000
1622,Savages,2012
1623,The Fighter,2010
1624,G.I. Joe: Retaliation,2013
1625,It's Complicated,2009
1626,Akira,1988
1627,127 Hours,2010
1628,Never Back Down,2008
1629,Tremors,1990
1630,All Good Things,2010
1631,Face/Off,1997
1632,Funny People,2009
1633,Antichrist,2009
1634,The Promise,2016
1635,Manhunter,1986
1636,Permission,2018
1637,Mayhem,2017
1638,Tower Heist,2011
1639,The Void,2016
1640,Paterson,2016
1641,Before Sunrise,1995
1642,Big Trouble in Little China,1986
1643,Eraserhead,1977
1644,Sleeping Beauty,2011
1645,Practical Magic,1998
1646,Would You Rather,2012
1647,Madagascar 3: Europe's Most Wanted,2012
1648,The World Is Not Enough,1999
1649,Concussion,2015
1650,Grease 2,1982
1651,Austin Powers in Goldmember,2002
1652,The Scorpion King,2002
1653,The Virgin Suicides,2000
1654,Buffy the Vampire Slayer,1992
1655,Solace,2015
1656,Mission to Mars,2000
1657,Peter Pan,2003
1658,Kill the Irishman,2011
1659,Bronson,2008
1660,Thelma & Louise,1991
1661,Barry Lyndon,1975
1662,Event Horizon,1997
1663,Red 2,2013
1664,The Human Centipede: First Sequence,2009
1665,Cult of Chucky,2017
1666,This Means War,2012
1667,Before We Go,2014
1668,Foxcatcher,2014
1669,9 1/2 Weeks,1986
1670,The Host,2013
1671,Psycho II,1983
1672,Jack the Giant Slayer,2013
1673,The Magnificent Seven,1960
1674,Machete Kills,2013
1675,Solaris,1972
1676,Signs,2002
1677,Table 19,2017
1678,The Vow,2012
1679,Suite Française,2014
1680,13 Ghosts,2001
1681,Pompeii,2014
1682,The Way,2010
1683,Traffic,2000
1684,The Quiet Ones,2014
1685,The Fifth Estate,2013
1686,Casper,1995
1687,The Assassination of Jesse James by the Coward Robert Ford,2007
1688,Drillbit Taylor,2008
1689,The Wall,2017
1690,The Limehouse Golem,2016
1691,Last Action Hero,1993
1692,Transcendence,2014
1693,Odd Thomas,2013
1694,Alien: Resurrection,1997
1695,Stuart Little,1999
1696,Bee Movie,2007
